[Header]
TITLE,20220201-VERTICAL_2.Dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,2.8,MASS:Sample Mass (mg)
INFO,,MASSERR:Sample Mass Error (mg)
INFO,985.272,MOLWGHT:Formula Weight (g/mole)
INFO,,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (µJ/K)
3853036432.10533,,1857,8.59983,8.59983,29999.869,9.8999999E-6,8.6159572,0.180226,18.586532,0.02364,10.528953,0.02008,63.349178,0.06719,1.0047713,7.4449293,0.012047282,98.826859,,,1,,,,8.5793738E-6,14.810413,74.234719,2.1572219,0
3853036595.61935,,1857,8.30011,8.30011,29999.844,9.8999999E-6,8.3126112,0.17407509,17.985077,0.02225,9.6226442,0.01868,60.733622,0.06324,0.97582602,7.4515887,0.011286539,98.85854,,,1,,,,8.2171773E-6,14.889859,69.099504,2.1635893,0
3853036761.3496,,1857,8.00009,8.00009,29999.844,9.8999999E-6,8.0083819,0.16749481,17.39871,0.01982,8.7604346,0.01813,58.205043,0.05632,2.3987606,7.4871738,0.010812348,98.864732,,,1,,,,7.8384804E-6,14.903177,64.13418,2.1725625,0
3853036926.74085,,1857,7.70044,7.70044,29999.832,9.8999999E-6,7.7044218,0.16117534,16.816374,0.02004,7.9427866,0.01773,55.732479,0.05696,3.4332135,7.5181609,0.010233515,98.880189,,,1,,,,7.4748599E-6,14.974348,59.358115,2.1826912,0
3853037092.27904,,1857,7.40003,7.40003,29999.844,9.8999999E-6,7.3999709,0.15472355,16.231273,0.01902,7.1647634,0.01674,53.291686,0.05405,0.91818581,7.5580578,0.010012428,98.855001,,,1,,,,7.1122432E-6,15.036322,54.759569,2.1934239,0
3853037257.09488,,1857,7.10017,7.10017,29999.869,9.8999999E-6,7.0953252,0.1483839,15.633928,0.01702,6.4254017,0.01487,50.854755,0.04837,1.5954709,7.5979308,0.0092435807,98.891321,,,1,,,,6.7505822E-6,15.116116,50.34364,2.2034124,0
3853037425.62926,,1857,6.79951,6.79951,29999.857,9.8999999E-6,6.790932,0.14210178,15.034113,0.01623,5.7241902,0.01256,48.448957,0.04613,1.813375,7.6516703,0.0089084038,98.875486,,,1,,,,6.3878812E-6,15.195862,46.116757,2.2138512,0
3853037593.8742,,1857,6.49973,6.49973,29999.832,9.8999999E-6,6.4876058,0.13570028,14.446074,0.01478,5.0676896,0.01035,46.121334,0.042,1.5369375,7.6966659,0.0083463015,98.883906,,,1,,,,6.0460258E-6,15.303341,42.089029,2.2267188,0
3853037762.30363,,1857,6.20028,6.20028,29999.904,9.8999999E-6,6.1854046,0.12937062,13.837509,0.01482,4.4551148,0.008624,43.779308,0.04212,5.2606765,7.758278,0.0078072535,98.891491,,,1,,,,5.6940022E-6,15.393332,38.25923,2.2371227,0
3853037930.37729,,1857,5.89996,5.89996,29999.918,9.8999999E-6,5.8833691,0.1229915,13.242126,0.01385,3.888957,0.007401,41.521157,0.03937,3.512188,7.8156122,0.0072317309,98.902202,,,1,,,,5.361077E-6,15.516556,34.614032,2.2507726,0
3853038096.96649,,1857,5.60058,5.60058,29999.893,9.8999999E-6,5.5822937,0.11673801,12.62953,0.0133,3.375855,0.006642,39.267145,0.0378,2.9019858,7.8990541,0.0068819637,98.882851,,,1,,,,5.0180819E-6,15.631224,31.162003,2.2624266,0
3853038266.92234,,1857,5.29977,5.29977,29999.904,9.8999999E-6,5.2793421,0.11054214,11.994823,0.01438,2.9139019,0.006271,37.001447,0.04087,2.3604758,7.9462436,0.006249901,98.907508,,,1,,,,4.7001565E-6,15.798108,27.871453,2.2720298,0
3853038437.63869,,1857,4.99998,4.99998,29999.857,9.8999999E-6,4.9793711,0.10406981,11.377866,0.0141,2.5023766,0.006066,34.836619,0.04007,2.6840402,8.042141,0.0059323934,98.884551,,,1,,,,4.3738865E-6,15.892487,24.794136,2.2850005,0
3853038607.73962,,1857,4.69962,4.69962,29999.857,9.8999999E-6,4.6798492,0.098214015,10.725175,0.01285,2.1260012,0.005758,32.605392,0.03651,2.9738661,8.1005344,0.0054074331,98.895657,,,1,,,,4.0643948E-6,16.084282,21.900989,2.2917779,0
3853038779.69375,,1857,4.4002,4.4002,29999.893,9.8999999E-6,4.3813336,0.092208227,10.059384,0.01103,1.7749981,0.005119,30.362307,0.03135,2.6339121,8.1457287,0.0048660149,98.905421,,,1,,,,3.7639806E-6,16.201069,19.196084,2.2959639,0
3853038952.05073,,1857,4.10015,4.10015,29999.869,9.8999999E-6,4.083454,0.086415376,9.3693877,0.01105,1.4521061,0.004226,28.078546,0.03139,9.3019412,8.2161027,0.0044875444,98.876146,,,1,,,,3.4524516E-6,16.291457,16.674597,2.2944761,0
3853039124.59215,,1857,3.80022,3.80022,29999.893,9.8999999E-6,3.7866473,0.080941035,8.6464661,0.00954,1.1643035,0.003307,25.736305,0.02711,6.9364138,8.2569265,0.0039394886,98.885132,,,1,,,,3.1489845E-6,16.432205,14.338697,2.2834094,0
3853039298.69616,,1857,3.49996,3.49996,29999.82,9.8999999E-6,3.4901335,0.075239373,7.9137962,0.008917,0.91774101,0.002574,23.407601,0.02534,1.8373639,8.243686,0.0033447372,98.912894,,,1,,,,2.868278E-6,16.513853,12.181032,2.2674767,0
3853039471.88155,,1857,3.20002,3.20002,29999.844,9.8999999E-6,3.1951561,0.06896654,7.2135588,0.009053,0.71366472,0.002083,21.213552,0.02573,3.0825848,8.2559222,0.0030273141,98.860807,,,1,,,,2.5971555E-6,16.487372,10.209023,2.2576546,0
3853039644.54337,,1857,2.89982,2.89982,29999.881,9.8999999E-6,2.8995049,0.063225119,6.4567924,0.008565,0.54532338,0.001749,18.89459,0.02434,1.0716831,8.2333147,0.0026512512,98.839143,,,1,,,,2.3203229E-6,16.511844,8.4071285,2.2268604,0
3853039817.43633,,1857,2.5999,2.5999,29999.844,9.8999999E-6,2.6081414,0.057501237,5.6724017,0.007482,0.4097523,0.001493,16.529895,0.02126,1.2291519,8.130429,0.0023225109,98.80544,,,1,,,,2.0564734E-6,16.466629,6.8024018,2.1748827,0
3853039991.43263,,1857,2.30005,2.30005,29999.881,9.8999999E-6,2.3191613,0.052215351,4.8739941,0.007052,0.30132801,0.001263,14.152512,0.02004,0.81900175,7.9758778,0.0020999703,98.721507,,,1,,,,1.7964316E-6,16.260858,5.378509,2.1016193,0
3853040163.19856,,1857,2.00002,2.00002,29999.904,9.8999999E-6,2.0315234,0.047514691,4.046056,0.006289,0.21725992,0.001058,11.715564,0.01787,1.3722989,7.6733331,0.00187137,98.642962,,,1,,,,1.5470268E-6,15.951756,4.1270872,1.9916365,0
3853040707.06418,Error: Warning: Current field is 49999.672 Oe;
3853040707.09033,Error: but addenda was obtained at 0.14392263 Oe.
3853040825.94955,,1857,20.0003,20.0003,49999.598,9.8999999E-6,20.182533,0.42387315,41.282916,0.08657,77.559376,0.1813,194.87943,0.246,1.7164732,8.6008247,0.037088005,98.208913,,,1,,,,2.2808642E-5,16.206902,407.33463,2.0454775,0
3853040991.88025,,1857,19.7002,19.7002,49999.633,9.8999999E-6,19.897141,0.42541006,40.611993,0.09674,75.230966,0.1769,190.64436,0.2749,0.1568111,8.4027559,0.031203287,98.451869,,,1,,,,2.2819556E-5,17.201649,395.8962,2.041097,0
3853041157.45163,,1857,19.4005,19.4005,49999.586,9.8999999E-6,19.592822,0.41514035,39.956329,0.0902,72.7356,0.1682,186.28569,0.2563,0.17928485,8.3328332,0.030000731,98.493009,,,1,,,,2.2483175E-5,16.805512,383.87869,2.039335,0
3853041323.39644,,1857,19.0997,19.0997,49999.801,9.8999999E-6,19.290174,0.40839777,39.300267,0.08925,70.269129,0.1572,181.95478,0.2536,0.16838472,8.2745035,0.029937198,98.479326,,,1,,,,2.2118212E-5,16.665666,372.11082,2.0373205,0
3853041490.08056,,1857,18.8001,18.8001,49999.719,9.8999999E-6,18.986858,0.40217068,38.656203,0.08326,67.831819,0.1458,177.68714,0.2366,0.16301718,8.2110523,0.028432723,98.53779,,,1,,,,2.1763167E-5,16.549007,360.50076,2.0359453,0
3853041655.1044,,1857,18.5004,18.5004,49999.672,9.8999999E-6,18.683937,0.39567267,38.001186,0.07746,65.45082,0.1358,173.44468,0.2201,0.18387214,8.1647022,0.029167348,98.484635,,,1,,,,2.1370411E-5,16.422105,349.08948,2.0338961,0
